schid																																																				
169231	1	6	1	1	1	1	448	1	60	10	NA	NA	47	NA	53	0	491	475	506	1	60	10	0	0	47	0	53	0	493	481	481	1	67	10	0	0	43	0	57	0	523	501	518	1	65	8	0	0	46	0	54	0
169280	2	6	1	1	1	1	519	1	20	22	NA	NA	26	NA	74	0	572	538	568	1	20	22	0	0	26	0	74	0	605	580	597	2	33	25	0	0	30	0	70	0	594	573	593	2	27	21	0	0	29	0	71	0
170295	3	3	1	1	1	1	340	1	44	85	NA	NA	NA	NA	99	0	371	317	337	1	58	95	0	0	4	0	96	0	330	319	325	1	46	88	0	0	2	1	97	0	345	321	336	1	51	82	0	0	4	0	96	0
173312	3	8	1	1	1	1	663	1	28	39	NA	0	13	NA	87	0	763	708	760	1	37	46	0	1	12	1	86	0	785	754	783	1	41	43	0	1	12	0	86	0	796	745	784	1	36	45	0	0	12	0	88	0
176329	3	8	1	1	1	1	669	1	76	65	NA	NA	NA	NA	100	0	769	656	697	1	77	66	0	0	0	0	99	0	686	660	679	1	60	61	0	0	0	0	99	1	648	609	644	1	63	54	0	0	0	0	99	1
180344	4	NA	1	1	0	0	632	1	34	41	NA	NA	26	NA	74	0	535	404	426	1	48	42	0	0	25	0	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189378	3	6	1	1	1	1	645	1	30	80	NA	NA	1	NA	99	0	675	635	674	1	32	82	0	1	1	1	97	0	670	645	664	1	32	81	0	1	1	0	98	0	665	632	653	1	28	80	0	0	2	0	98	0
189382	2	6	1	1	1	1	621	2	10	61	NA	NA	NA	NA	100	0	655	621	655	2	3	62	0	1	0	0	99	0	701	682	695	2	5	71	0	1	0	0	99	0	681	663	679	2	3	70	0	1	0	0	99	0
189396	3	6	1	1	1	1	528	1	39	87	NA	NA	3	NA	97	0	511	474	512	1	43	86	0	0	6	0	94	0	515	507	515	1	35	88	0	0	7	0	93	0	505	495	511	1	39	93	0	0	5	0	95	0
191411	3	7	1	1	1	1	510	1	94	95	NA	NA	NA	NA	100	0	519	491	498	1	80	99	0	0	0	0	99	0	523	480	518	1	85	89	0	0	1	0	99	0	564	551	564	1	85	98	0	0	0	0	99	0
193422	3	6	1	1	1	1	458	1	36	52	NA	NA	9	NA	90	0	460	436	460	1	39	65	0	1	9	1	89	0	471	464	475	1	42	66	0	1	9	1	89	0	476	458	470	1	39	60	0	1	10	0	89	0
193423	3	6	1	1	1	1	602	1	43	87	NA	NA	6	NA	94	0	605	572	583	1	47	74	0	0	5	0	95	0	581	555	572	1	49	73	0	0	7	0	93	0	583	543	569	1	50	75	0	0	7	0	93	0
201449	3	3	1	1	1	1	512	1	32	98	NA	NA	3	NA	97	0	550	495	515	1	31	74	0	0	3	0	97	0	500	498	500	1	33	98	0	0	10	0	90	0	490	485	490	1	35	98	0	0	10	0	90	0
203452	3	5	1	1	1	1	690	1	35	100	NA	NA	4	NA	95	0	647	617	645	1	41	99	0	1	4	0	95	0	622	591	615	1	38	99	0	1	4	0	95	0	603	588	603	1	31	99	0	0	5	0	95	0
203457	3	8	1	1	1	1	608	1	44	73	NA	NA	1	NA	99	0	619	578	617	1	43	99	0	0	1	0	99	0	644	592	621	1	39	99	0	0	1	0	99	0	615	589	610	1	40	99	0	0	1	0	99	0
205488	2	5	1	1	1	1	428	2	25	20	NA	NA	10	NA	90	0	460	425	447	1	45	15	0	0	12	0	88	0	446	431	441	1	17	12	0	0	6	0	94	0	450	429	447	1	19	10	0	0	11	0	89	0
205489	2	5	1	0	0	0	460	2	15	34	NA	NA	11	NA	87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205490	1	5	1	1	1	1	395	1	98	25	NA	NA	99	NA	1	0	389	388	389	1	95	25	0	0	99	0	1	0	400	384	395	1	95	12	0	0	97	0	3	0	413	405	413	1	98	15	0	0	99	0	1	0
205491	2	5	1	1	1	1	389	2	9	40	NA	1	3	NA	97	0	405	375	393	2	7	50	0	1	2	0	97	0	470	456	464	2	10	50	0	0	2	0	98	0	470	NA	511	2	8	50	0	0	3	0	97	0
205492	2	5	1	1	1	1	603	1	90	62	NA	NA	81	NA	19	0	481	452	483	1	99	50	0	0	83	0	17	0	564	530	566	1	78	95	0	0	87	0	13	0	536	517	536	1	95	90	0	0	85	0	14	1
208501	3	6	1	1	1	1	500	2	23	62	NA	NA	2	NA	98	0	494	462	494	2	26	75	0	0	2	0	98	0	495	475	487	2	28	65	0	0	1	0	98	0	521	509	519	2	28	65	0	1	1	0	98	0
208503	3	8	1	1	1	1	640	1	32	94	NA	0	1	NA	99	0	641	605	641	1	46	91	0	0	1	0	99	0	632	620	633	1	47	95	0	0	1	0	99	0	626	608	627	1	39	97	0	0	1	0	99	0
209510	3	4	1	1	1	1	668	1	35	76	NA	NA	1	NA	99	0	154	134	140	1	43	89	0	0	2	0	98	0	679	649	678	1	42	90	0	0	1	0	99	0	675	649	676	1	60	85	0	0	4	1	95	0
212522	4	5	1	1	1	1	350	1	42	54	NA	NA	NA	NA	100	0	582	544	577	1	55	65	0	0	1	1	98	0	1793	555	569	1	51	73	0	0	1	0	99	0	574	550	573	1	54	71	0	0	3	0	97	0
215533	3	4	1	1	1	1	628	1	32	93	NA	1	14	NA	85	0	663	605	661	1	39	99	0	1	15	0	84	0	606	588	600	1	33	99	0	1	15	0	84	0	584	568	582	1	35	99	0	0	15	0	85	0
216536	3	NA	1	0	0	0	106	2	25	100	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216537	3	NA	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	584	527	555	1	27	99	0	0	1	0	99	0	556	520	550	1	25	99	0	0	0	0	99	0	557	530	553	1	25	99	0	0	1	0	99	0
218562	4	6	1	1	1	1	531	1	48	67	NA	NA	8	NA	92	0	540	433	458	1	44	46	0	0	11	0	89	0	533	526	533	1	35	68	0	0	11	0	89	0	547	522	546	1	36	69	0	0	11	0	89	0
221571	3	6	1	1	1	1	763	1	42	69	NA	NA	24	NA	76	0	770	739	770	1	45	68	0	0	25	0	75	0	792	758	772	1	39	68	0	0	25	0	75	0	795	776	790	1	40	65	0	0	25	0	75	0
221574	3	6	1	1	1	1	506	1	28	62	NA	NA	13	NA	87	0	510	487	507	1	26	60	0	0	12	0	88	0	513	488	506	1	28	60	0	0	12	0	88	0	487	474	483	1	22	62	0	0	12	0	88	0
225585	3	6	1	1	1	1	637	1	25	96	NA	NA	4	NA	96	0	668	624	663	1	30	99	0	0	5	0	95	0	706	683	699	1	26	99	0	0	4	0	96	0	616	578	607	1	25	98	0	0	3	0	97	0
228606	3	6	1	1	1	1	556	1	36	78	NA	NA	12	NA	88	0	567	509	529	1	26	86	0	0	17	0	83	0	520	510	520	1	25	91	0	0	19	0	81	0	503	491	503	1	25	90	0	0	15	0	85	0
230612	3	8	1	1	1	1	389	1	51	71	NA	NA	6	NA	94	0	400	379	395	1	53	73	0	0	5	1	94	0	549	533	547	1	43	87	0	0	3	0	97	0	585	566	580	1	55	80	0	0	4	1	95	0
231616	3	6	1	1	1	1	434	1	50	100	NA	NA	NA	NA	100	0	476	426	451	1	51	98	0	0	0	0	99	0	442	429	438	1	62	99	0	0	0	0	99	0	436	430	436	1	62	98	0	0	0	0	99	0
234628	3	8	1	1	1	1	1138	1	29	81	NA	NA	3	NA	97	0	1131	968	999	1	50	82	0	0	3	0	97	0	1000	947	984	1	38	78	0	1	2	1	96	0	1009	919	972	1	35	70	0	0	3	0	97	0
244697	1	6	1	1	1	1	850	1	99	34	NA	NA	99	NA	1	0	822	811	811	1	90	29	0	0	99	0	1	0	800	750	750	1	85	20	0	0	99	0	1	0	722	712	712	1	95	29	0	0	99	0	1	0
244708	1	6	1	1	1	1	854	1	97	0	NA	NA	100	NA	NA	0	852	810	863	1	92	0	0	0	99	0	0	0	832	790	830	1	95	1	0	0	99	0	0	0	830	790	828	1	95	0	0	0	99	0	0	0
244723	1	6	1	1	1	1	749	1	99	1	NA	NA	100	NA	NA	0	727	694	727	1	95	0	0	0	99	0	1	0	740	725	735	1	95	5	0	0	99	0	0	0	686	670	686	1	96	0	0	0	99	0	0	0
244727	2	6	1	1	1	1	772	1	37	0	NA	NA	100	NA	NA	0	817	780	817	1	25	0	0	0	99	0	0	0	752	738	754	1	30	0	0	0	99	0	0	0	762	732	762	1	34	0	0	0	99	0	0	0
244728	1	6	1	1	1	1	521	1	90	13	NA	NA	100	NA	NA	0	553	541	553	1	88	20	0	0	97	0	3	0	544	528	544	1	89	20	0	0	98	0	2	0	488	478	488	1	96	93	0	0	99	0	1	0
244736	1	6	1	1	1	1	499	1	97	1	NA	NA	100	NA	NA	0	487	437	460	1	95	2	0	0	99	0	0	0	437	435	435	1	90	1	0	0	99	0	1	0	420	395	395	1	95	0	0	0	99	0	0	0
244745	2	6	1	1	1	1	616	2	44	4	NA	NA	44	NA	56	0	641	606	642	2	52	7	0	2	45	1	52	0	604	590	604	1	66	0	0	2	52	0	46	0	663	628	645	2	59	0	0	2	51	1	46	0
244746	1	6	1	1	1	1	660	1	85	0	NA	NA	100	NA	NA	0	605	595	603	1	88	1	0	0	98	0	2	0	615	580	598	1	86	0	0	0	88	0	12	0	554	514	532	1	94	0	0	0	99	0	1	0
244755	1	6	1	1	1	1	888	1	98	1	NA	NA	100	NA	NA	0	903	861	903	1	81	9	0	0	99	0	0	0	823	782	823	1	97	7	0	0	99	0	1	0	760	751	832	1	90	4	0	0	99	0	1	0
244764	1	6	1	1	1	1	373	1	92	0	NA	NA	100	NA	NA	0	341	334	347	1	83	0	0	0	99	0	0	0	356	338	356	1	92	0	0	0	99	0	0	0	355	322	343	1	98	0	0	0	99	0	0	0
244774	1	6	1	1	1	1	840	1	95	1	NA	NA	100	NA	NA	0	810	770	799	1	94	2	0	0	99	0	0	0	819	95	745	1	86	0	0	0	99	0	0	0	795	779	773	1	95	0	0	0	99	0	0	0
244776	1	6	1	1	1	1	785	1	90	2	NA	NA	99	NA	NA	0	759	722	750	1	83	1	0	2	97	0	1	0	785	765	780	1	80	1	0	0	99	0	1	0	778	763	775	1	87	2	0	0	99	0	1	0
244780	1	6	1	1	1	1	416	1	95	1	NA	NA	100	NA	NA	0	397	371	392	1	90	5	0	0	99	0	0	0	372	353	367	1	95	5	0	0	99	0	0	0	355	332	355	1	86	8	0	0	99	0	0	0
244796	1	6	1	1	1	1	479	1	70	17	NA	NA	99	NA	1	0	444	440	458	1	83	7	0	0	99	0	0	0	436	405	430	1	85	7	0	0	99	0	1	0	428	418	428	1	89	13	0	0	98	0	2	0
244799	2	6	1	1	1	1	600	2	44	2	NA	NA	98	NA	2	0	675	660	669	2	30	1	0	0	98	0	2	0	678	670	670	1	34	0	0	0	99	0	1	0	767	648	753	2	30	0	0	0	99	0	1	0
244801	2	6	1	1	1	1	555	2	36	58	NA	NA	42	NA	58	0	636	604	636	2	45	45	0	1	33	1	65	0	497	492	495	1	39	35	0	1	49	0	50	0	525	500	525	1	42	54	0	0	46	0	54	0
244806	1	6	1	1	1	1	893	1	85	0	NA	NA	99	NA	1	0	825	800	825	1	85	0	0	0	99	0	0	0	856	834	839	1	90	0	0	0	99	0	0	0	784	766	778	1	88	0	0	0	99	0	0	0
244818	1	9	1	0	0	0	1400	1	40	0	NA	NA	74	NA	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
244831	2	6	1	1	1	1	470	1	37	6	NA	NA	35	NA	65	0	550	500	530	1	35	0	0	0	35	0	65	0	525	500	520	1	40	7	0	0	35	0	65	0	540	525	530	1	60	2	0	0	35	0	65	0
244839	2	6	1	1	1	1	680	2	45	35	NA	NA	85	NA	15	0	760	730	755	2	47	37	0	0	90	0	10	0	848	822	845	1	41	29	0	0	93	0	7	0	732	710	727	2	34	25	0	0	93	0	7	0
252885	3	6	1	1	1	1	575	1	30	98	NA	NA	16	NA	84	0	687	600	645	1	33	95	0	0	22	0	78	0	674	650	666	1	33	97	0	0	16	0	84	0	666	617	644	1	85	90	0	1	15	0	84	0
253888	3	8	1	1	1	1	468	1	40	75	NA	NA	NA	10	90	0	432	401	426	1	38	64	0	0	0	1	99	0	460	395	405	1	37	68	0	0	0	6	94	0	480	451	467	1	36	36	0	0	0	5	95	0
257899	3	5	1	1	1	1	685	1	30	99	NA	NA	NA	NA	100	0	638	597	636	1	38	95	0	0	0	0	99	0	664	642	656	1	37	98	0	0	1	0	99	0	628	607	626	1	30	10	0	0	0	0	99	1
257905	4	4	1	1	1	1	742	1	28	94	NA	NA	2	NA	98	0	746	702	744	1	37	90	0	0	4	0	96	0	759	741	757	1	33	87	0	1	4	1	94	0	803	772	796	1	33	87	0	1	3	0	96	0
259915	3	4	1	1	1	1	395	1	34	96	NA	NA	NA	NA	100	0	445	373	417	1	78	99	0	0	0	1	99	0	398	384	394	1	36	99	0	0	0	0	99	0	429	416	428	1	41	96	0	0	0	0	99	0
261927	3	6	1	1	1	1	567	1	23	69	NA	NA	NA	NA	100	0	575	547	576	1	28	70	0	0	0	0	99	0	560	541	554	1	23	68	0	0	1	1	98	0	535	524	535	1	22	70	0	0	0	0	99	0
262937	2	5	1	1	1	1	709	2	1	98	NA	2	1	NA	97	0	507	480	503	2	11	91	0	3	2	0	95	0	590	580	590	2	0	88	0	0	1	0	96	3	627	620	627	2	1	60	0	3	1	0	95	1
264945	2	6	1	1	1	1	805	2	3	98	NA	NA	3	NA	98	0	869	542	864	2	2	82	0	1	2	1	96	0	943	914	936	2	1	75	0	0	4	1	95	0	988	953	978	2	3	61	0	1	3	1	95	0

